"COUNTRY_CD","YEARWEEK","SALESLOCALCURRENCY"
AE,202407,1671094.0200000121
AE,202408,2400293.1100000124
AE,202409,2544643.020000088
AE,202410,2152558.8500000257
AE,202411,282590.8399999984
AM,201801,548.0
AM,201802,548.0
AM,201803,548.0
AM,201804,548.0
AM,201805,541.4
AM,201806,541.4
AM,201807,541.4
AM,201808,541.4
AM,201809,541.4
AM,201810,758.75
AM,201811,758.75
AM,201812,758.75
AM,201813,758.75
AM,201814,645.75
AM,201815,645.75
AM,201816,645.75
AM,201817,645.75
AM,201818,507.6
AM,201819,507.6
AM,201820,507.6
AM,201821,507.6
AM,201822,507.6
AM,201823,1079.5
AM,201824,1079.5
AM,201825,1079.5
AM,201826,1079.5
AM,201827,960.75
AM,201828,960.75
AM,201829,960.75
AM,201830,960.75
AM,201831,311.8
AM,201832,311.8
AM,201833,311.8
AM,201834,311.8
AM,201835,311.8
AM,201836,408.25
AM,201837,408.25
AM,201838,408.25
AM,201839,408.25
AM,201840,492.5
AM,201841,492.5
AM,201842,492.5
AM,201843,492.5
AM,201844,254.8
AM,201845,254.8
AM,201846,254.8
AM,201847,254.8
AM,201848,254.8
AM,201849,530.5
AM,201850,530.5
AM,201851,530.5
AM,201852,530.5
AM,201901,482.06999999999994
AM,201902,482.07000000000005
AM,201903,482.06999999999994
AM,201904,482.06999999999994
AM,201905,394.43
AM,201906,394.43
AM,201907,394.43
AM,201908,394.43
AM,201909,394.43
AM,201910,355.86999999999995
AM,201911,355.86999999999995
AM,201912,355.86999999999995
AM,201913,355.86999999999995
AM,201914,614.3799999999998
AM,201915,614.3799999999998
AM,201916,614.3799999999998
AM,201917,614.3800000000001
AM,201918,677.5800000000002
AM,201919,677.5799999999999
AM,201920,677.5800000000002
AM,201921,677.5799999999999
AM,201922,677.5799999999999
AM,201923,1263.8699999999997
AM,201924,1263.8699999999997
AM,201925,1263.8699999999997
AM,201926,1263.8700000000003
AM,201927,709.8900000000001
AM,201928,709.8900000000001
AM,201929,709.8900000000001
AM,201930,709.8900000000001
AM,201931,478.6499999999999
AM,201932,478.6499999999999
AM,201933,478.65
AM,201934,478.6499999999999
AM,201935,478.65
AM,201936,613.16
AM,201937,613.16
AM,201938,613.16
AM,201939,613.16
AM,201940,370.04999999999995
AM,201941,370.04999999999995
AM,201942,370.04999999999995
AM,201943,370.04999999999995
AM,201944,225.16
AM,201945,225.16000000000003
AM,201946,225.16
AM,201947,225.16
AM,201948,225.16
AM,202018,7.8
AM,202019,7.8
AM,202020,7.8
AM,202021,7.8
AM,202022,7.8
AM,202023,11.67
AM,202024,11.67
AM,202025,11.67
AM,202026,11.67
AM,202027,31.13
AM,202028,31.13
AM,202029,31.13
AM,202030,31.13
AM,202031,54.9
AM,202032,54.9
AM,202033,54.9
AM,202034,54.9
AM,202035,54.9
AM,202036,39.9
AM,202037,39.9
AM,202038,39.9
AM,202039,39.9
AM,202040,41.6
AM,202041,41.6
AM,202042,41.6
AM,202043,41.6
AM,202044,106.33000000000001
AM,202045,106.33
AM,202046,106.33
AM,202047,106.33
AM,202048,106.33
AM,202049,120.61
AM,202050,120.61
AM,202051,120.61
AM,202052,120.61
AM,202101,83.06
AM,202102,83.06
AM,202103,83.06
AM,202104,83.06
AM,202105,107.04
AM,202106,107.04
AM,202107,107.04
AM,202108,107.04
AM,202109,107.04
AM,202110,123.66
AM,202111,123.66
AM,202112,123.66
AM,202113,123.66
AM,202114,372.27000000000004
AM,202115,372.27
AM,202116,372.27000000000004
AM,202117,372.27000000000004
AM,202118,411.07
AM,202119,131.99
AM,202120,319.78
AM,202121,840.0
AM,202122,906.2199999999999
AM,202123,635.13
AM,202124,635.13
AM,202125,635.13
AM,202126,635.13
AM,202127,270.61
AM,202128,270.61
AM,202129,270.61
AM,202130,270.61
AM,202131,671.88
AM,202132,671.88
AM,202133,671.88
AM,202134,671.88
AM,202135,671.88
AM,202136,371.56999999999994
AM,202137,371.56999999999994
AM,202138,371.56999999999994
AM,202139,371.56999999999994
AM,202140,25.56
AM,202141,418.10999999999996
AM,202142,386.49
AM,202143,196.29000000000002
AM,202144,335.59999999999997
AM,202145,289.32000000000005
AM,202146,862.39
AM,202147,395.15
AM,202148,184.65
AM,202149,523.36
AM,202150,48.95
AM,202151,97.31
AM,202152,62.67
AM,202202,179.44
AM,202203,215.34
AM,202204,201.68
AM,202205,36.06
AM,202206,29.2
AM,202207,319.45000000000005
AM,202212,88.19
AM,202213,58.79
AM,202214,119.6
AM,202215,146.78
AM,202216,42.25
AM,202217,56.620000000000005
AM,202218,16.9
AM,202219,221.76
AM,202221,152.14999999999998
AM,202222,66.95
AM,202224,1155.2099999999998
AM,202225,383.09000000000003
AM,202226,315.69
AM,202227,26.36
AM,202230,2317.12
AM,202231,787.8800000000001
AM,202232,304.32
AM,202233,321.25
AM,202234,1563.2
AM,202235,1588.49
AM,202236,410.73
AM,202237,336.53999999999996
AM,202238,1660.69
AM,202239,350.27
AM,202240,2714.5300000000007
AM,202241,1683.6699999999998
AM,202242,905.52
AM,202243,1094.1000000000001
AM,202244,793.77
AM,202245,2640.2400000000007
AM,202246,2884.4700000000007
AM,202247,2527.08
AM,202248,2240.8400000000006
AM,202249,4241.68
AM,202250,1589.2899999999997
AM,202251,849.67
AM,202252,882.48
AM,202301,1310.0299999999997
AM,202302,742.2
AM,202303,676.5699999999999
AM,202304,325.51
AM,202305,326.40999999999997
AM,202306,3865.469999999999
AM,202307,3671.290000000001
AM,202308,3943.5399999999995
AM,202309,2590.9599999999996
AM,202310,3322.49
AM,202311,4782.7300000000005
AM,202312,4709.160000000001
AM,202313,3325.9500000000007
AM,202314,2976.57
AM,202315,2651.3
AM,202316,1278.6599999999999
AM,202317,1408.04
AM,202318,705.78
AM,202319,524.38
AM,202320,823.26
AM,202321,2430.2899999999995
AM,202322,4248.659999999999
AM,202323,3080.7700000000004
AM,202324,3354.7
AM,202325,5933.070000000001
AM,202326,5117.52
AM,202327,6008.920000000001
AM,202328,5592.0
AM,202329,3772.560000000001
AM,202330,4105.460000000001
AM,202331,3515.9299999999994
AM,202332,3655.919999999999
AM,202333,4795.079999999998
AM,202334,4469.61
AM,202335,3756.4799999999996
AM,202336,2979.8300000000004
AM,202337,3489.13
AM,202338,3398.9799999999996
AM,202339,1940.0099999999998
AM,202340,2996.66
AM,202341,3262.310000000001
AM,202342,2304.07
AM,202343,3782.5900000000006
AM,202344,3479.79
AM,202345,3098.110000000001
AM,202346,2843.7299999999996
AM,202347,4060.6799999999994
AM,202348,3250.0200000000004
AM,202349,6510.909999999999
AM,202350,4912.29
AM,202351,3241.4600000000005
AM,202352,2863.2000000000007
AM,202353,2849.92
AM,202401,2670.3900000000003
AM,202402,2888.7500000000005
AM,202403,3662.3899999999994
AM,202404,2701.14
AM,202405,4404.54
AM,202406,3235.3800000000006
AM,202407,4092.62
AM,202408,3580.2599999999998
AM,202409,2000.3400000000004
AN,201749,56365.84
AN,201750,60312.28999999999
AN,201751,53695.09
AN,201752,52817.84000000001
AN,201753,49470.54
AN,201801,46960.380000000005
AN,201802,41161.48
AN,201803,40903.58
AN,201804,45475.880000000005
AN,201805,52968.880000000005
AN,201806,47176.76000000001
AN,201807,69811.78
AN,201808,67453.9700000001
AN,201809,63363.92999999995
AN,201810,53113.24999999998
AN,201811,59067.98999999999
AN,201812,110959.35999999996
AN,201813,59726.26
AN,201814,66362.07999999997
AN,201815,50442.06000000006
AN,201816,42783.89999999998
AN,201817,47554.45999999999
AN,201818,41751.70000000002
AN,201819,41269.130000000005
AN,201820,54934.35999999962
AN,201821,62460.40999999986
AN,201822,87171.53999999954
AN,201823,55389.70000000032
AN,201824,44157.76000000014
AN,201825,48082.190000000104
AN,201826,44434.570000000065
AN,201827,39959.39000000006
AN,201828,39211.80000000004
AN,201829,37618.630000000034
AN,201830,41870.81000000002
AN,201831,42595.200000000055
AN,201832,37731.28000000006
AN,201833,42314.059999999976
AN,201834,40251.15000000001
AN,201835,51402.280000000006
AN,201836,54430.4
AN,201837,50139.50000000003
AN,201838,52194.9100000001
AN,201839,48695.99000000007
AN,201840,65715.29000000007
AN,201841,72106.3000000001
AN,201842,126885.98999999987
AN,201843,68449.53000000007
AN,201844,70589.79000000001
AN,201845,78083.03000000003
AN,201846,101700.21000000002
AN,201847,115980.64000000009
AN,201848,81533.36000000004
AN,201849,76851.66999999998
AN,201850,92501.02999999991
AN,201851,92147.19999999987
AN,201852,61723.41000000005
AN,201901,54703.66999999997
AN,201902,69503.66999999997
AN,201903,50664.62999999997
AN,201904,54334.460000000014
AN,201905,42340.18999999993
AN,201906,40502.500000000015
AN,201907,42308.379999999976
AN,201908,46672.279999999955
AN,201909,37579.359999999964
AN,201910,46406.50999999998
AN,201911,40516.43999999996
AN,201912,82586.47999999992
AN,201913,42124.08999999994
AN,201914,54837.779999999984
AN,201915,42159.46999999999
AN,201916,39304.169999999984
AN,201917,35513.19999999995
AN,201918,30918.699999999924
AN,201919,31844.899999999965
AN,201920,40465.899999999914
AN,201921,50973.39999999996
AN,201922,69656.25999999994
AN,201923,55765.93999999995
AN,201924,54698.69999999993
AN,201925,64951.269999999975
AN,201926,72670.30999999991
AN,201927,46628.66999999997
AN,201928,47861.03999999995
AN,201929,40425.06
AN,201930,56219.76
AN,201931,43565.36999999995
AN,201932,39180.31999999996
AN,201933,37726.23999999998
AN,201934,41315.799999999996
AN,201935,40587.65000000004
AN,201936,71044.74
AN,201937,52437.150000000045
AN,201938,45783.04000000004
AN,201939,52490.41000000002
AN,201940,48214.45999999999
AN,201941,52949.60999999997
AN,201942,58182.290000000066
AN,201943,117601.1699999999
AN,201944,67114.96000000002
AN,201945,61181.80000000002
AN,201946,91072.48999999993
AN,201947,112283.62999999989
AN,201948,73275.6399999999
AN,201949,49602.7000000001
AN,201950,63986.58000000018
AN,201951,58653.14000000004
AN,201952,55533.71000000002
AN,202001,42545.51000000007
AN,202002,61215.499999999956
AN,202003,35496.209999999955
AN,202004,53512.370000000126
AN,202005,43096.929999999964
AN,202006,33106.35000000003
AN,202007,10063.43
AN,202008,4853.8899999999985
AN,202009,4853.879999999998
AN,202010,0.01
AN,202011,0.01
AN,202012,0.01
AN,202013,0.01
AN,202014,12475.489999999996
AN,202015,29934.200000000037
AN,202016,17411.13999999994
AN,202017,42527.10000000007
AN,202018,21723.539999999943
AN,202019,13298.900000000001
AN,202020,15301.769999999991
AN,202021,16033.12000000002
AN,202022,44837.78999999988
AN,202023,23275.700000000004
AN,202024,20369.149999999998
AN,202025,25324.339999999982
AN,202026,25366.70000000004
AN,202027,25286.650000000027
AN,202028,22138.85999999998
AN,202029,16771.16999999998
AN,202030,29086.27999999999
AN,202031,25700.84000000002
AN,202032,11457.079999999985
AN,202033,9610.62
AN,202034,14511.459999999975
AN,202035,17405.599999999966
AN,202036,37481.80999999994
AN,202037,31793.039999999943
AN,202038,32943.69999999998
AN,202039,55799.950000000055
AN,202040,26479.299999999974
AN,202041,19837.999999999956
AN,202042,21071.12999999999
AN,202043,68170.7599999999
AN,202044,30698.52000000003
AN,202045,23833.08999999999
AN,202046,32276.80999999999
AN,202047,68863.49999999991
AN,202048,39391.93999999995
AN,202049,21549.23999999997
AN,202050,20692.069999999978
AN,202051,16467.869999999995
AN,202052,18020.329999999984
AN,202101,18202.829999999973
AN,202102,35374.99999999994
AN,202103,24106.249999999996
AN,202104,16491.910000000003
AN,202105,22536.159999999974
AN,202106,16720.87999999997
AN,202107,16349.439999999944
AN,202108,6117.100000000004
AN,202109,0.01
AN,202110,0.01
AN,202111,826.0
AN,202112,2732.4100000000003
AN,202113,2634.0
AN,202114,51715.549999999945
AN,202115,22452.050000000007
AN,202116,15999.679999999991
AN,202117,50928.53000000014
AN,202118,36332.99000000014
AN,202119,18552.67999999999
AN,202120,25454.080000000027
AN,202121,25839.430000000004
AN,202122,46660.379999999976
AN,202123,45129.12000000004
AN,202124,20959.73000000001
AN,202125,26632.95000000008
AN,202126,30310.370000000083
AN,202127,29960.57000000011
AN,202128,35409.52000000003
AN,202129,31730.51000000005
AN,202130,44944.64000000004
AN,202131,38666.430000000066
AN,202132,23070.530000000028
AN,202133,23135.650000000016
AN,202134,23094.370000000017
AN,202135,25731.980000000043
AN,202136,20270.17999999999
AN,202137,23112.700000000004
AN,202138,21084.01
AN,202139,60998.85000000009
AN,202140,43822.94000000003
AN,202141,29178.660000000047
AN,202142,25808.369999999995
AN,202143,86213.31000000003
AN,202144,48869.260000000046
AN,202145,40571.28000000004
AN,202146,45793.72000000006
AN,202147,81398.72999999969
AN,202148,54503.739999999954
AN,202149,35067.03000000002
AN,202150,23639.86000000002
AN,202151,25489.620000000017
AN,202152,23886.550000000017
AN,202201,32857.4
AN,202202,29325.19999999999
AN,202203,48835.04000000002
AN,202204,30481.39000000002
AN,202205,44081.78000000005
AN,202206,24087.169999999995
AN,202207,30734.460000000025
AN,202208,19740.270000000008
AN,202209,50314.5100000001
AN,202210,39077.78000000014
AN,202211,20514.32000000003
AN,202212,21444.620000000014
AN,202213,86165.8400000002
AN,202214,59070.880000000085
AN,202215,29963.82000000006
AN,202216,15801.170000000002
AN,202217,24335.62999999999
AN,202218,27485.820000000065
AN,202219,22478.83000000001
AN,202220,26611.83000000004
AN,202221,25101.57000000004
AN,202222,31326.49000000002
AN,202223,26922.49000000004
AN,202224,27902.050000000014
AN,202225,36058.49000000011
AN,202226,36802.29000000014
AN,202227,30531.730000000116
AN,202228,37295.64000000007
AN,202229,30218.240000000016
AN,202230,25599.18000000006
AN,202231,34186.42000000006
AN,202232,27421.480000000025
AN,202233,21870.110000000048
AN,202234,25209.200000000048
AN,202235,24531.240000000034
AN,202236,32746.60000000008
AN,202237,28489.46000000005
AN,202238,23147.900000000063
AN,202239,64947.90000000013
AN,202240,55211.80000000005
AN,202241,34117.05
AN,202242,35711.5300000001
AN,202243,83250.91000000027
AN,202244,46257.940000000126
AN,202245,34914.280000000035
AN,202246,55933.60000000006
AN,202247,97620.4800000002
AN,202248,66084.14000000012
AN,202249,43074.94999999999
AN,202250,30534.690000000006
AN,202251,34996.590000000026
AN,202252,43449.890000000036
AN,202301,51826.079999999994
AN,202302,37708.25
AN,202303,60393.300000000134
AN,202304,35553.27000000009
AN,202305,39823.72000000008
AN,202306,38137.89000000009
AN,202307,34485.840000000084
AN,202308,28286.07000000005
AN,202309,34635.14000000005
AN,202310,32138.790000000034
AN,202311,49128.40000000006
AN,202312,35918.70000000006
AN,202313,106382.29000000007
AN,202314,34971.53000000007
AN,202315,46899.63000000008
AN,202316,32116.680000000088
AN,202317,25038.880000000023
AN,202318,28670.340000000062
AN,202319,25103.350000000017
AN,202320,23997.65000000004
AN,202321,36695.070000000036
AN,202322,41209.59000000018
AN,202323,38618.04999999999
AN,202324,41712.710000000065
AN,202325,44903.3600000001
AN,202326,42936.360000000066
AN,202327,45572.10000000018
AN,202328,31107.800000000174
AN,202329,31999.410000000105
AN,202330,34154.84000000008
AN,202331,37898.73000000014
AN,202332,37518.8800000001
AN,202333,26382.93000000009
AN,202334,26044.370000000057
AN,202335,32332.970000000016
AN,202336,32129.950000000026
AN,202337,32075.46000000001
AN,202338,23609.19
AN,202339,86966.61000000004
AN,202340,65171.77000000023
AN,202341,44902.26000000007
AN,202342,33927.48000000011
AN,202343,84511.13999999997
AN,202344,63111.10000000003
AN,202345,50044.33
AN,202346,48249.41000000003
AN,202347,130623.26000000034
AN,202348,85174.91000000025
AN,202349,52142.26
AN,202350,38457.52000000004
AN,202351,58526.169999999984
AN,202352,40674.850000000006
AN,202353,33895.35000000002
AN,202401,34409.09
AN,202402,46543.68000000024
AN,202403,31338.2
AN,202404,40364.87000000004
AN,202405,32087.049999999992
AN,202406,36318.66999999999
AN,202407,33853.450000000004
AN,202408,43312.830000000045
AN,202409,35908.230000000105
AN,202410,12804.85
AN,202411,2832.3
AR,201749,945331.0499999998
AR,201750,528582.2399999999
AR,201751,961682.2500000001
AR,201752,838998.9299999996
AR,201753,849203.8600000002
AR,201801,1112865.2000000007
AR,201802,605089.5600000002
AR,201803,874731.18
AR,201804,817865.4599999998
AR,201805,903556.5399999995
AR,201806,890250.9799999997
AR,201807,941759.5799999987
AR,201808,990900.2399999995
AR,201809,921334.8899999985
AR,201810,994320.0199999998
AR,201811,1007270.1599999996
AR,201812,1042727.9199999998
AR,201813,944383.1899999992
AR,201814,904375.51
AR,201815,1021590.5899999995
AR,201816,1266342.8499999985
AR,201817,1190588.4299999997
AR,201818,1143902.0900000003
AR,201819,1092369.709999999
AR,201820,1133319.5800000003
AR,201821,936255.4499999991
AR,201822,1275094.4400000018
AR,201823,1474311.389999997
AR,201824,1796439.3699999999
AR,201825,1591418.0999999908
AR,201826,1402432.3099999947
AR,201827,1333811.7699999898
AR,201828,1381786.2000000027
AR,201829,1460235.4500000016
AR,201830,2125122.0499999993
AR,201831,1113129.8599999987
AR,201832,1204985.2499999986
AR,201833,1225903.4400000018
AR,201834,1241387.2900000012
AR,201835,1761297.9699999946
AR,201836,1428474.649999987
AR,201837,1516390.7500000035
AR,201838,1843264.2500000014
AR,201839,1777348.1000000038
AR,201840,1746690.480000005
AR,201841,1994687.0800000015
AR,201842,1787404.8000000115
AR,201843,1285426.1000000038
AR,201844,1789767.1500000088
AR,201845,1707534.640000004
AR,201846,2130597.7600000263
AR,201847,1737741.0600000212
AR,201848,1536535.6899999937
AR,201849,1594765.1799999983
AR,201850,1573442.2599999898
AR,201851,1627421.0599999826
AR,201852,1403919.400000006
AR,201901,1191466.0000000065
AR,201902,1346245.3300000029
AR,201903,1136500.5300000035
AR,201904,1325774.8700000027
AR,201905,1244483.6399999983
AR,201906,1088232.359999998
AR,201907,1175421.6099999982
AR,201908,1113194.659999998
AR,201909,1157124.0299999982
AR,201910,1106284.549999995
AR,201911,1430061.8000000005
AR,201912,1481112.2000000004
AR,201913,1032445.2499999976
AR,201914,1230261.1400000006
AR,201915,1184304.2699999977
AR,201916,1211194.9499999967
AR,201917,1109678.4800000035
AR,201918,1381545.660000008
AR,201919,1550178.6700000027
AR,201920,1604794.8400000022
AR,201921,1476256.160000005
AR,201922,1656052.1299999994
AR,201923,153018.5399999998
AR,201924,1712954.2400000012
AR,201925,1849927.0100000026
AR,201926,1536629.8100000033
AR,201927,1075992.16
AR,201928,1086418.7299999988
AR,201929,1091331.680000001
AR,201930,1063042.570000004
AR,201931,1150713.0200000003
AR,201932,1241274.199999999
AR,201933,1356412.7999999942
AR,201934,1453808.199999997
