"PTNR_REGIONAL_MASTER_CD","YEARWEEK","TOTAL_SALES"
50000002,202323,10420.41
50000002,202324,11606.379999999997
50000002,202325,9593.579999999989
50000002,202326,18038.509999999984
50000002,202327,13360.970000000032
50000002,202328,12750.08000000001
50000002,202329,10865.940000000028
50000002,202330,12842.110000000015
50000002,202331,10404.910000000024
50000002,202332,7891.6899999999905
50000002,202333,11844.890000000001
50000002,202334,10673.229999999992
50000002,202335,16491.200000000004
50000002,202336,16368.96000000002
50000002,202337,1792.5099999999995
50000002,202338,937.4100000000001
50000002,202339,792.8299999999996
50000002,202340,2932.7299999999996
50000002,202341,0.0
50000002,202342,0.0
50000002,202343,1396.67
50000002,202344,5481.7
50000002,202345,1250.1000000000001
50000002,202346,1132.09
50000002,202347,719.3100000000001
50000002,202348,3950.6599999999976
50000002,202349,1040.0200000000002
50000002,202350,1246.66
50000002,202351,1441.8400000000001
50000002,202352,3718.0399999999986
50000002,202353,1989.6800000000005
50000002,202401,1684.1499999999999
50000002,202402,24018.399999999918
50000002,202403,38125.01999999989
50000002,202404,14284.160000000022
50000002,202405,6594.920000000005
50000002,202406,8806.290000000019
50000002,202407,5580.830000000005
50000002,202408,13036.57000000001
50000002,202409,8273.689999999999
50000004,201749,172680.87999999922
50000004,201750,151395.11999999842
50000004,201751,131860.9799999994
50000004,201752,140248.7099999995
50000004,201753,153491.39999999857
50000004,201801,224806.4900000007
50000004,201802,210167.85000000073
50000004,201803,185468.73000000152
50000004,201804,183106.48999999868
50000004,201805,164874.09000000052
50000004,201806,164928.00000000116
50000004,201807,180402.25000000116
50000004,201808,192697.26000000103
50000004,201809,196324.1600000005
50000004,201810,184209.89000000103
50000004,201811,189713.59000000134
50000004,201812,205413.76999999984
50000004,201813,209203.5199999988
50000004,201814,206429.94999999914
50000004,201815,201013.14000000124
50000004,201816,194170.99999999502
50000004,201817,195001.9000000005
50000004,201818,194920.53000000113
50000004,201819,194063.10000000073
50000004,201820,209807.1900000002
50000004,201821,230122.37999999715
50000004,201822,232451.45999999708
50000004,201823,251783.69999999876
50000004,201824,256911.35000000143
50000004,201825,246396.28999999902
50000004,201826,230244.3599999994
50000004,201827,202660.9499999997
50000004,201828,189575.98000000065
50000004,201829,198132.5400000005
50000004,201830,224041.79999999996
50000004,201831,212133.61000000034
50000004,201832,164637.06000000154
50000004,201833,179970.1500000003
50000004,201834,187971.88000000015
50000004,201835,194592.16000000073
50000004,201836,210746.65999999942
50000004,201837,250172.7800000017
50000004,201838,242256.41000000105
50000004,201839,187565.90999999968
50000004,201840,180956.98000000068
50000004,201841,184398.03000000064
50000004,201842,181625.66999999998
50000004,201843,177368.8400000001
50000004,201844,179968.99999999997
50000004,201845,177552.85999999972
50000004,201846,185675.06000000046
50000004,201847,170357.6599999996
50000004,201848,174509.8299999999
50000004,201849,180283.10999999847
50000004,201850,138118.28999999736
50000004,201851,136735.66000000003
50000004,201852,121002.27999999812
50000004,201901,124309.02000000005
50000004,201902,140119.43999999922
50000004,201903,129966.6599999998
50000004,201904,113453.29999999945
50000004,201905,92465.89000000057
50000004,201906,100575.6200000001
50000004,201907,100913.9200000004
50000004,201908,104545.17000000029
50000004,201909,113989.03000000039
50000004,201910,145735.09999999983
50000004,201911,160199.89999999953
50000004,201912,172389.49000000287
50000004,201913,174732.73999999973
50000004,201914,148401.96000000014
50000004,201915,124697.10000000036
50000004,201916,125259.73000000074
50000004,201917,139464.19999999978
50000004,201918,142546.53000000014
50000004,201919,142680.78000000032
50000004,201920,162756.8800000001
50000004,201921,181642.66999999914
50000004,201922,195809.68999999983
50000004,201923,219084.549999999
50000004,201924,214569.61000000016
50000004,201925,234978.960000001
50000004,201926,240816.4399999985
50000004,201927,225842.13999999894
50000004,201928,251752.7599999944
50000004,201929,239367.80999999755
50000004,201930,230955.45999999938
50000004,201931,197083.84999999922
50000004,201932,182402.21999999977
50000004,201933,169505.75000000035
50000004,201934,156569.10999999987
50000004,201935,160515.82999999714
50000004,201936,182836.2600000006
50000004,201937,198264.89999999732
50000004,201938,198185.8999999982
50000004,201939,182888.0900000001
50000004,201940,169186.38999999766
50000004,201941,170654.19999999885
50000004,201942,159377.8199999997
50000004,201943,162169.0199999979
50000004,201944,160252.35000000038
50000004,201945,169524.89999999895
50000004,201946,184174.24999999686
50000004,201947,189990.1399999992
50000004,201948,176471.4300000007
50000004,201949,162177.1999999995
50000004,201950,141505.12999999715
50000004,201951,135312.87999999977
50000004,201952,139441.13999999844
50000004,202001,125587.81999999835
50000004,202002,145126.1999999988
50000004,202003,157636.52999999787
50000004,202004,156406.87999999974
50000004,202005,130303.21999999933
50000004,202006,116082.0499999996
50000004,202007,86736.13000000002
50000004,202008,74045.53
50000004,202009,54590.51000000001
50000004,202010,2215.9200000000005
50000004,202011,1814.9500000000003
50000004,202012,2108.0499999999997
50000004,202013,1638.7600000000002
50000004,202014,1238.9599999999996
50000004,202015,1238.9599999999996
50000004,202016,1238.9599999999996
50000004,202017,1238.9599999999991
50000004,202018,4169.9900000000125
50000004,202019,5098.490000000003
50000004,202020,5098.490000000006
50000004,202021,5098.490000000008
50000004,202022,5098.490000000008
50000004,202023,47343.80999999994
50000004,202024,41635.899999999936
50000004,202025,58788.60999999996
50000004,202026,80836.02999999962
50000004,202027,80156.67000000043
50000004,202028,78200.94000000018
50000004,202029,73464.16000000038
50000004,202030,75157.56000000007
50000004,202031,50217.31000000018
50000004,202032,41614.58000000014
50000004,202033,45109.63000000019
50000004,202034,42140.74000000011
50000004,202035,44560.99000000012
50000004,202036,53671.12999999999
50000004,202037,41951.52000000026
50000004,202038,41951.52000000005
50000004,202039,41951.52000000004
50000004,202040,21061.46999999998
50000004,202041,23423.88999999993
50000004,202042,17517.85999999993
50000004,202043,17517.859999999953
50000004,202044,8821.630000000077
50000004,202045,8821.630000000088
50000004,202046,15398.770000000157
50000004,202047,8821.630000000052
50000004,202048,8821.630000000085
