"PTNR_REGIONAL_MASTER_CD","YEARWEEK","SALESLOCALCURRENCY"
50000001,202152,628338.9799999994
50000001,202201,843554.2299999951
50000001,202202,968449.5699999938
50000001,202203,1333473.0199999968
50000001,202204,906612.6499999847
50000001,202205,1003537.4899999916
50000001,202206,884858.47999999
50000001,202207,840729.4099999964
50000001,202208,1032321.099999995
50000001,202209,929113.1599999944
50000001,202210,679235.8699999994
50000001,202211,745242.919999995
50000001,202212,689929.1399999915
50000001,202213,784073.8699999844
50000001,202214,949575.6199999822
50000001,202215,890230.5399999927
50000001,202216,1358548.559999987
50000001,202217,1281319.8199999824
50000001,202218,1083844.5599999838
50000001,202219,1265159.6999999864
50000001,202220,1385568.3099999859
50000001,202221,1377579.9200000046
50000001,202222,1309150.3400000043
50000001,202223,1713811.0699999921
50000001,202224,1435777.7599999972
50000001,202225,1137425.3499999973
50000001,202226,1153166.5499999924
50000001,202227,1309605.169999995
50000001,202228,1563004.170000005
50000001,202229,1600828.0899999829
50000001,202230,1288953.659999992
50000001,202231,1713334.6699999857
50000001,202232,1398847.2399999981
50000001,202233,1373321.1899999834
50000001,202234,1109594.7699999902
50000001,202235,1080778.9599999897
50000001,202236,940577.5099999949
50000001,202237,1084036.029999998
50000001,202238,1032944.7600000052
50000001,202239,1393413.7599999865
50000001,202240,1242797.7700000047
50000001,202241,1245032.4199999855
50000001,202242,1322972.3499999894
50000001,202243,1246297.4499999767
50000001,202244,1184226.2999999835
50000001,202245,1254989.2899999944
50000001,202246,1437751.3299999929
50000001,202247,1589557.7799999807
50000001,202248,1269887.9999999888
50000001,202249,1255325.2699999956
50000001,202250,950520.9999999991
50000001,202251,831586.8699999906
50000001,202252,760055.6499999983
50000001,202301,867329.1900000019
50000001,202302,784022.0099999931
50000001,202303,654621.8899999954
50000001,202304,961307.0999999957
50000001,202305,1001295.3499999858
50000001,202306,1050835.3099999912
50000001,202307,1298537.7099999916
50000001,202308,1140826.6999999946
50000001,202309,1107594.44999998
50000001,202310,1178713.2699999772
50000001,202311,1340725.1099999703
50000001,202312,1134383.679999994
50000001,202313,1177119.5799999766
50000001,202314,1176398.3499999836
50000001,202315,1146061.1299999896
50000001,202316,1051632.23999998
50000001,202317,1252044.9699999748
50000001,202318,1457587.7299999897
50000001,202319,1520311.1699999727
50000001,202320,1400364.269999968
50000001,202321,1551048.0299999923
50000001,202322,1742266.5199999982
50000001,202323,1954238.3300000033
50000001,202324,1843064.2499999925
50000001,202325,1611943.660000009
50000001,202326,1785945.52999998
50000001,202327,1797152.959999995
50000001,202328,1858217.0800000003
50000001,202329,1931353.9900000095
50000001,202330,1745354.650000005
50000001,202331,1459842.5800000124
50000001,202332,1527098.7900000014
50000001,202333,2161348.1099999947
50000001,202334,2095040.4499999864
50000001,202335,1936029.2999999751
50000001,202336,1905886.719999966
50000001,202337,1779959.609999994
50000001,202338,1771534.2599999937
50000001,202339,1668889.9100000134
50000001,202340,1550032.5000000077
50000001,202341,1494769.0300000054
50000001,202342,1365763.239999994
50000001,202343,1698120.6799999927
50000001,202344,1436624.0499999984
50000001,202345,1617323.7700000003
50000001,202346,1880557.4899999807
50000001,202347,2188662.1100000124
50000001,202348,2001810.4300000062
50000001,202349,2101582.4999999804
50000001,202350,1758776.4199999918
50000001,202351,1447005.8100000098
50000001,202352,1401345.7500000151
50000001,202353,1538321.4899999998
50000001,202401,1642467.4399999848
50000001,202402,1830203.129999989
50000001,202403,1375248.6499999887
50000001,202404,1692317.079999959
50000001,202405,2124607.05
50000001,202406,1853032.0699999975
50000001,202407,1521493.0499999924
50000001,202408,1878439.8099999838
50000001,202409,1840273.1099999917
50000002,201749,108676.53999999956
50000002,201750,150451.64000000036
50000002,201751,136471.26000000085
50000002,201752,104131.75000000004
50000002,201753,73220.0999999997
50000002,201801,79534.54999999968
50000002,201802,89043.79999999967
50000002,201803,86351.19999999956
50000002,201804,82737.65999999964
50000002,201805,85099.9799999997
50000002,201806,81285.66999999947
50000002,201807,85730.90999999974
50000002,201808,102150.65999999995
50000002,201809,100868.75999999962
50000002,201810,90103.49999999949
50000002,201811,98621.0099999998
50000002,201812,90252.41999999942
50000002,201813,73405.42999999966
50000002,201814,82276.94999999969
50000002,201815,67373.12999999983
50000002,201816,72831.35999999965
50000002,201817,71683.3899999996
50000002,201818,78985.16999999981
50000002,201819,98553.64999999979
50000002,201820,157080.15999999933
50000002,201821,167598.07999999876
50000002,201822,151882.7199999996
50000002,201823,94337.05999999959
50000002,201824,66643.5499999997
50000002,201825,66317.82999999973
50000002,201826,69884.86999999969
50000002,201827,73251.5599999996
50000002,201828,90310.72999999976
50000002,201829,83818.54999999989
50000002,201830,76256.81999999972
50000002,201831,75543.32999999978
50000002,201832,74417.88999999959
50000002,201833,79446.38999999974
50000002,201834,96551.24999999988
50000002,201835,101493.06999999977
50000002,201836,84739.2600000001
50000002,201837,74503.81999999988
50000002,201838,71841.80999999982
50000002,201839,72555.34999999977
50000002,201840,69800.99999999975
50000002,201841,80684.13999999968
50000002,201842,79318.93999999957
50000002,201843,95119.13999999982
50000002,201844,92655.21999999946
50000002,201845,90699.86999999973
50000002,201846,109446.76999999981
50000002,201847,123507.85999999993
50000002,201848,114534.37000000007
50000002,201849,140509.83000000037
50000002,201850,121420.06000000025
50000002,201851,84916.48000000005
50000002,201852,73599.64999999973
50000002,201901,66029.20999999961
50000002,201902,66968.84999999982
50000002,201903,90053.8799999999
50000002,201904,91845.23000000001
50000002,201905,62055.89000000003
50000002,201906,63650.13999999993
50000002,201907,55219.60999999986
50000002,201908,56047.289999999804
50000002,201909,51950.96999999992
50000002,201910,34267.77999999991
50000002,201911,39815.719999999885
50000002,201912,48075.27999999992
50000002,201913,35609.51999999999
50000002,201914,30548.539999999943
50000002,201915,25036.159999999898
50000002,201916,22237.439999999944
50000002,201917,23516.679999999953
50000002,201918,24988.039999999943
50000002,201919,26031.789999999924
50000002,201920,52939.42999999998
50000002,201921,44016.64999999995
50000002,201922,33111.47999999997
50000002,201923,37108.61
50000002,201924,42013.119999999966
50000002,201925,58265.719999999965
50000002,201926,30982.309999999936
50000002,201927,32659.539999999975
50000002,201928,40035.339999999975
50000002,201929,33450.229999999996
50000002,201930,19970.949999999997
50000002,201931,0.0
50000002,201932,0.0
50000002,201933,0.0
50000002,201934,0.0
50000002,201935,0.0
50000002,201936,0.0
50000002,201937,0.0
50000002,201938,0.0
50000002,201939,0.0
50000002,201940,0.0
50000002,201941,0.0
50000002,201942,0.0
50000002,201943,0.0
50000002,201944,0.0
50000002,201945,0.0
50000002,201946,0.0
50000002,201947,0.0
50000002,201948,0.0
50000002,201949,0.0
50000002,201950,0.0
50000002,201951,0.0
50000002,201952,0.0
50000002,202001,0.0
50000002,202002,0.0
50000002,202003,0.0
50000002,202004,0.0
50000002,202005,0.0
50000002,202006,0.0
50000002,202007,0.0
50000002,202008,0.0
50000002,202009,0.0
50000002,202010,0.0
50000002,202011,0.0
50000002,202012,0.0
50000002,202013,0.0
50000002,202014,0.0
50000002,202015,0.0
50000002,202016,0.0
50000002,202017,0.0
50000002,202018,0.0
50000002,202019,0.0
50000002,202020,0.0
50000002,202021,0.0
50000002,202022,0.0
50000002,202023,0.0
50000002,202024,0.0
50000002,202025,0.0
50000002,202026,0.0
50000002,202027,0.0
50000002,202028,0.0
50000002,202029,0.0
50000002,202030,0.0
50000002,202031,0.0
50000002,202032,0.0
50000002,202033,0.0
50000002,202034,0.0
50000002,202035,0.0
50000002,202036,0.0
50000002,202037,0.0
50000002,202038,0.0
50000002,202039,0.0
50000002,202040,0.0
50000002,202041,0.0
50000002,202042,0.0
50000002,202043,0.0
50000002,202044,0.0
50000002,202045,0.0
50000002,202046,0.0
50000002,202047,0.0
50000002,202048,0.0
50000002,202049,0.0
50000002,202050,0.0
50000002,202051,0.0
50000002,202052,0.0
50000002,202101,0.0
50000002,202102,0.0
50000002,202103,0.0
50000002,202104,0.0
50000002,202105,0.0
50000002,202106,0.0
50000002,202107,0.0
50000002,202108,0.0
50000002,202109,0.0
50000002,202110,0.0
50000002,202111,0.0
50000002,202112,0.0
50000002,202113,0.0
50000002,202114,0.0
50000002,202115,0.0
50000002,202116,0.0
50000002,202117,0.0
50000002,202118,0.0
50000002,202119,0.0
50000002,202120,0.0
50000002,202121,0.0
50000002,202122,0.0
50000002,202123,0.0
50000002,202124,0.0
50000002,202125,0.0
50000002,202126,27756.0
50000002,202127,55637.15999999995
50000002,202128,43623.04000000003
50000002,202129,23167.380000000012
50000002,202130,42689.85999999996
50000002,202131,30603.639999999978
50000002,202132,39000.55999999993
50000002,202133,61532.44000000001
50000002,202134,70247.3999999999
50000002,202135,73432.48000000001
50000002,202136,77003.13999999996
50000002,202137,48940.819999999876
50000002,202138,50100.039999999906
50000002,202139,61912.39999999995
50000002,202140,48115.33999999993
50000002,202141,49115.16000000003
50000002,202142,39192.179999999986
50000002,202143,63940.94000000002
50000002,202144,86717.59999999993
50000002,202145,88496.71999999997
50000002,202146,119167.69999999998
50000002,202147,115856.28000000014
50000002,202148,102781.11999999988
50000002,202149,108319.62000000032
50000002,202150,131059.8200000001
50000002,202151,234963.9500000003
50000002,202152,271647.69999999984
50000002,202201,320955.9000000001
50000002,202202,329916.30000000086
50000002,202203,213370.04000000076
50000002,202204,98401.09999999998
50000002,202205,68052.09999999998
50000002,202206,32804.90000000002
50000002,202207,103326.19999999988
50000002,202208,49556.22000000001
50000002,202209,66100.70999999999
50000002,202210,2815.1000000000004
50000002,202211,2675.2000000000003
50000002,202212,22454.599999999988
50000002,202213,41905.799999999996
50000002,202214,40284.89999999992
50000002,202215,40472.79999999996
50000002,202216,48359.89999999995
50000002,202217,49467.609999999986
50000002,202218,91381.68000000002
50000002,202219,137575.89999999956
50000002,202220,71909.6600000002
50000002,202221,89659.38999999985
50000002,202222,91704.69000000002
50000002,202223,84660.01000000002
50000002,202224,81192.79999999994
50000002,202225,70471.40000000001
50000002,202226,134346.18000000005
50000002,202227,44876.06999999995
50000002,202228,0.0
50000002,202229,0.0
50000002,202230,0.0
50000002,202231,0.0
50000002,202232,0.0
50000002,202233,1368.7999999999997
50000002,202234,21664.40000000001
50000002,202235,12544.600000000004
50000002,202236,27440.300000000014
50000002,202237,23489.7
50000002,202238,54455.68000000002
50000002,202239,43845.22
50000002,202240,45391.100000000006
50000002,202241,52513.4
50000002,202242,57478.42000000001
50000002,202243,61598.89999999996
50000002,202244,55542.7
50000002,202245,103641.38000000008
50000002,202246,109033.93999999973
50000002,202247,68171.68000000008
50000002,202248,92530.49999999988
50000002,202249,160243.40000000008
50000002,202250,164672.10000000012
50000002,202251,180600.80000000013
50000002,202252,333275.50000000023
50000002,202301,297980.4000000003
50000002,202302,269565.32000000007
50000002,202303,124524.1000000001
50000002,202304,131111.2
50000002,202305,119564.79999999996
50000002,202306,168826.6
50000002,202307,162935.19999999995
50000002,202308,132883.3999999999
50000002,202309,185258.20000000016
50000002,202310,137954.00000000006
50000002,202311,120530.09999999998
50000002,202312,104294.79999999996
50000002,202313,129141.80000000009
50000002,202314,94111.00000000007
50000002,202315,92440.99999999997
50000002,202316,66066.69999999994
50000002,202317,94014.09999999996
50000002,202318,78980.20000000007
50000002,202319,95346.21999999996
50000002,202320,118963.2999999999
50000002,202321,106123.99999999994
50000002,202322,95967.5
50000002,202323,72561.90000000004
50000002,202324,80818.2
50000002,202325,66803.19999999998
50000002,202326,125605.40000000002
50000002,202327,94169.59999999986
50000002,202328,89864.2
50000002,202329,76585.20000000004
50000002,202330,90511.8
50000002,202331,73334.7
50000002,202332,55620.10000000002
50000002,202333,83482.8
50000002,202334,75226.9
50000002,202335,116232.50000000007
50000002,202336,115370.69999999984
50000002,202337,12634.1
50000002,202338,6607.0
50000002,202339,5588.0
50000002,202340,20670.799999999996
50000002,202341,0.0
50000002,202342,0.0
50000002,202343,9844.600000000002
50000002,202344,38636.70000000001
50000002,202345,8811.000000000002
50000002,202346,7978.700000000003
50000002,202347,5069.499999999999
50000002,202348,27845.299999999992
50000002,202349,7330.000000000001
50000002,202350,8786.400000000001
50000002,202351,10162.099999999999
50000002,202352,26205.500000000004
50000002,202353,14023.899999999998
50000002,202401,12118.999999999995
50000002,202402,172841.79999999978
50000002,202403,274355.9999999996
50000002,202404,102790.60000000008
50000002,202405,47457.80000000005
50000002,202406,63369.60000000007
50000002,202407,40158.80000000004
50000002,202408,93813.60000000003
50000002,202409,59538.50000000001
50000004,201749,339769.79000000353
50000004,201750,231154.60000000263
50000004,201751,204596.6700000011
50000004,201752,194186.47000000044
50000004,201753,208293.48000000272
50000004,201801,293958.7799999989
50000004,201802,264481.9399999989
50000004,201803,235504.45000000027
50000004,201804,246150.23999999493
50000004,201805,218041.20000000007
50000004,201806,213066.57999999914
50000004,201807,256345.61000000007
50000004,201808,280041.08999999735
50000004,201809,271261.9500000001
50000004,201810,248974.4199999995
50000004,201811,249993.43999999904
50000004,201812,260628.22999999783
50000004,201813,253599.73999999824
50000004,201814,248685.12999999462
50000004,201815,229016.11999999936
50000004,201816,207383.35999999882
50000004,201817,204761.9099999994
50000004,201818,204019.05999999936
50000004,201819,210468.46999999843
50000004,201820,214487.98999999795
50000004,201821,238513.81999999747
50000004,201822,238924.36999999982
50000004,201823,256763.1199999986
50000004,201824,299446.9299999984
50000004,201825,236350.09000000008
50000004,201826,220940.39999999976
50000004,201827,192661.32999999996
50000004,201828,179022.29000000004
50000004,201829,225866.9500000017
50000004,201830,214666.51000000277
50000004,201831,200728.48000000094
50000004,201832,149861.31000000035
50000004,201833,195708.0100000001
50000004,201834,241032.36000000162
50000004,201835,251842.94000000038
50000004,201836,257725.30999999828
50000004,201837,295626.4999999988
50000004,201838,299457.8499999994
50000004,201839,257764.75999999966
50000004,201840,239734.72999999917
50000004,201841,242048.37999999957
50000004,201842,233431.93999999948
50000004,201843,224847.49999999988
50000004,201844,229385.28999999978
50000004,201845,229478.95999999926
50000004,201846,241110.16999999934
50000004,201847,230443.5900000004
50000004,201848,234056.68
50000004,201849,238775.39000000036
50000004,201850,195693.00999999966
50000004,201851,186784.72999999995
50000004,201852,196595.39999999956
50000004,201901,204190.27000000028
50000004,201902,231443.67
50000004,201903,207833.12000000046
50000004,201904,196323.65000000008
50000004,201905,164947.0900000009
50000004,201906,172117.06000000046
50000004,201907,159707.10000000038
50000004,201908,169738.97000000143
50000004,201909,184452.51000000106
50000004,201910,207816.15999999896
50000004,201911,229812.02000000002
50000004,201912,239571.18999999898
50000004,201913,250975.52999999936
50000004,201914,198397.2999999997
50000004,201915,168738.78000000035
50000004,201916,155781.01999999993
50000004,201917,184549.77999999918
50000004,201918,178802.0
50000004,201919,177791.68999999933
50000004,201920,211103.5299999991
50000004,201921,235644.14999999822
50000004,201922,247572.6799999994
50000004,201923,264507.16999999864
50000004,201924,262331.5099999991
50000004,201925,291472.10999999836
50000004,201926,299723.04000000213
50000004,201927,287960.4899999987
50000004,201928,298997.32000000076
50000004,201929,289355.6199999991
50000004,201930,275119.97999999893
50000004,201931,236481.11999999895
50000004,201932,215663.39999999735
50000004,201933,200912.07999999842
50000004,201934,201086.69999999955
50000004,201935,229131.56000000142
50000004,201936,264194.52000000037
50000004,201937,282766.8699999999
50000004,201938,288002.4999999998
50000004,201939,276589.38000000047
50000004,201940,275999.8800000017
50000004,201941,256462.04000000103
50000004,201942,232236.64000000048
50000004,201943,245710.57000000108
50000004,201944,236870.35000000024
50000004,201945,252084.3300000021
50000004,201946,272426.8400000036
50000004,201947,291429.8800000021
50000004,201948,264641.3200000027
50000004,201949,265888.1200000013
50000004,201950,233240.13000000088
50000004,201951,207565.39000000156
50000004,201952,206141.7700000012
50000004,202001,168632.63000000172
50000004,202002,209984.08000000127
50000004,202003,225109.18000000127
50000004,202004,227172.87000000157
50000004,202005,207737.84999999998
50000004,202006,186669.44000000012
50000004,202007,138634.72000000006
50000004,202008,121291.80000000003
50000004,202009,54003.11000000001
50000004,202010,1826.4400000000007
50000004,202011,1488.3300000000004
50000004,202012,1747.7200000000003
50000004,202013,1332.4100000000003
