"PTNR_REGIONAL_MASTER_CD","YEARWEEK","UNITS"
50000001,201914,16566.0
50000001,201915,16742.0
50000001,201916,17778.0
50000001,201917,20104.0
50000001,201918,21059.0
50000001,201919,20327.63
50000001,201920,22317.0
50000001,201921,28077.0
50000001,201922,34212.0
50000001,201923,32424.0
50000001,201924,28450.0
50000001,201925,28511.0
50000001,201926,29624.0
50000001,201927,29249.0
50000001,201928,28171.0
50000001,201929,24650.0
50000001,201930,21782.0
50000001,201931,21472.0
50000001,201932,21688.0
50000001,201933,22654.0
50000001,201934,22432.0
50000001,201935,22325.0
50000001,201936,21750.0
50000001,201937,21709.0
50000001,201938,20418.0
50000001,201939,19711.0
50000001,201940,17818.0
50000001,201941,18275.0
50000001,201942,17838.0
50000001,201943,18306.0
50000001,201944,18847.0
50000001,201945,20438.0
50000001,201946,25312.0
50000001,201947,23895.0
50000001,201948,21666.0
50000001,201949,19875.0
50000001,201950,17669.0
50000001,201951,17249.0
50000001,201952,16819.0
50000001,202001,16576.0
50000001,202002,19013.0
50000001,202003,15591.0
50000001,202004,13564.0
50000001,202005,12109.0
50000001,202006,9279.0
50000001,202007,899.0
50000001,202008,71.0
50000001,202009,18.0
50000001,202010,14.0
50000001,202011,14.0
50000001,202012,14.0
50000001,202013,14.0
50000001,202014,15.0
50000001,202015,14.0
50000001,202016,14.0
50000001,202017,84.0
50000001,202018,261.0
50000001,202019,245.0
50000001,202020,529.0
50000001,202021,687.0
50000001,202022,1928.0
50000001,202023,2454.0
50000001,202024,5166.0
50000001,202025,5714.0
50000001,202026,6161.0
50000001,202027,7223.0
50000001,202028,6294.0
50000001,202029,5431.0
50000001,202030,4927.0
50000001,202031,4987.0
50000001,202032,4898.0
50000001,202033,4574.0
50000001,202034,4402.0
50000001,202035,4191.0
50000001,202036,3808.0
50000001,202037,4024.0
50000001,202038,4139.0
50000001,202039,2932.0
50000001,202040,1399.0
50000001,202041,662.0
50000001,202042,611.0
50000001,202043,1361.0
50000001,202044,4642.0
50000001,202045,6362.0
50000001,202046,8327.0
50000001,202047,10542.2
50000001,202048,6630.0
50000001,202049,5203.25
50000001,202050,4349.25
50000001,202051,4304.25
50000001,202052,3792.25
50000001,202101,3310.75
50000001,202102,2680.75
50000001,202103,3320.75
50000001,202104,3474.75
50000001,202105,3782.6
50000001,202106,3753.6000000000004
50000001,202107,3194.6
50000001,202108,1625.6
50000001,202109,2066.6
50000001,202110,1823.75
50000001,202111,1753.75
50000001,202112,1803.75
50000001,202113,2500.75
50000001,202114,1981.0
50000001,202115,2817.0
50000001,202116,4323.0
50000001,202117,5926.0
50000001,202118,6537.599999999999
50000001,202119,6332.600000000001
50000001,202120,7491.599999999995
50000001,202121,8510.6
50000001,202122,12285.6
50000001,202123,14806.25
50000001,202124,17658.25
50000001,202125,18589.25
50000001,202126,19151.25
50000001,202127,16139.0
50000001,202128,15521.0
50000001,202129,14069.0
50000001,202130,12192.0
50000001,202131,10350.0
50000001,202132,9507.0
50000001,202133,10014.0
50000001,202134,9590.0
50000001,202135,8930.0
50000001,202136,7893.0
50000001,202137,9575.0
50000001,202138,9246.0
50000001,202139,8716.0
50000001,202140,8269.25
50000001,202141,7436.25
50000001,202142,6596.25
50000001,202143,6668.25
50000001,202144,7673.0
50000001,202145,10342.000000000002
50000001,202146,11839.000000000002
50000001,202147,10132.0
50000001,202148,8703.0
50000001,202149,8243.5
50000001,202150,7333.5
50000001,202151,7285.5
50000001,202152,8006.5
50000001,202201,9431.0
50000001,202202,10783.0
50000001,202203,12042.0
50000001,202204,11470.0
50000001,202205,9119.8
50000001,202206,7996.8
50000001,202207,8357.8
50000001,202208,7884.8
50000001,202209,7691.8
50000001,202210,8021.0
50000001,202211,9410.0
50000001,202212,8964.0
50000001,202213,7688.0
50000001,202214,7828.0
50000001,202215,8704.0
50000001,202216,10878.0
50000001,202217,12070.0
50000001,202218,11808.800000000003
50000001,202219,12378.800000000003
50000001,202220,12796.8
50000001,202221,13403.8
50000001,202222,15003.8
50000001,202223,15645.0
50000001,202224,16306.0
50000001,202225,16283.0
50000001,202226,17761.0
50000001,202227,18994.0
50000001,202228,17307.0
50000001,202229,16838.0
50000001,202230,15494.0
50000001,202231,13681.2
50000001,202232,12818.2
50000001,202233,12634.2
50000001,202234,11574.2
50000001,202235,12016.2
50000001,202236,11542.0
50000001,202237,11534.0
50000001,202238,13287.0
50000001,202239,13676.0
50000001,202240,13374.25
50000001,202241,11858.25
50000001,202242,11701.25
50000001,202243,10983.25
50000001,202244,11665.0
50000001,202245,12661.0
50000001,202246,16022.0
50000001,202247,18089.0
50000001,202248,14029.0
50000001,202249,15012.25
50000001,202250,11291.25
50000001,202251,12675.25
50000001,202252,13558.25
50000001,202301,12884.75
50000001,202302,12649.75
50000001,202303,12909.75
50000001,202304,13090.75
50000001,202305,12822.0
50000001,202306,12458.0
50000001,202307,12896.0
50000001,202308,12785.0
50000001,202309,13767.0
50000001,202310,15966.25
50000001,202311,16590.25
50000001,202312,15717.25
50000001,202313,15964.25
50000001,202314,16107.0
50000001,202315,14932.0
50000001,202316,15362.0
50000001,202317,16128.0
50000001,202318,16551.6
50000001,202319,16905.6
50000001,202320,17276.6
50000001,202321,18298.6
50000001,202322,20505.6
50000001,202323,22324.5
50000001,202324,24607.5
50000001,202325,24920.5
50000001,202326,25370.5
50000001,202327,25845.0
50000001,202328,25143.0
50000001,202329,24054.0
50000001,202330,21602.0
50000001,202331,18797.999999999967
50000001,202332,17416.999999999996
50000001,202333,18171.999999999996
50000001,202334,17044.999999999993
50000001,202335,17172.0
50000001,202336,18192.25
50000001,202337,18210.25
50000001,202338,19850.25
50000001,202339,20880.25
50000001,202340,18605.0
50000001,202341,15466.0
50000001,202342,15497.0
50000001,202343,14829.0
50000001,202344,15981.0
50000001,202345,16926.0
50000001,202346,20792.0
50000001,202347,25645.0
50000001,202348,20366.0
50000001,202349,19657.0
50000001,202350,15950.0
50000001,202351,16520.0
50000001,202352,21381.0
50000001,202353,17336.0
50000001,202401,16848.0
50000001,202402,18190.0
50000001,202403,17135.0
50000001,202404,16835.0
50000001,202405,16625.0
50000001,202406,14946.0
50000001,202407,15797.5
50000001,202408,18820.5
50000001,202409,19621.0
50000002,201749,4902.0
50000002,201750,8405.0
50000002,201751,8185.0
50000002,201752,5526.0
50000002,201753,3155.0
50000002,201801,3554.0
50000002,201802,3841.4700000000003
50000002,201803,4036.88
50000002,201804,3774.87
50000002,201805,3730.38
50000002,201806,3667.56
50000002,201807,3737.83
50000002,201808,4437.27
50000002,201809,4622.42
50000002,201810,4119.73
50000002,201811,4423.72
50000002,201812,4147.59
50000002,201813,3205.94
50000002,201814,3557.5299999999997
50000002,201815,3059.09
50000002,201816,3217.34
50000002,201817,3295.36
50000002,201818,4088.0
50000002,201819,5748.0
50000002,201820,15038.55
50000002,201821,18284.84
50000002,201822,16888.72
50000002,201823,8115.9
50000002,201824,3170.45
50000002,201825,2914.63
50000002,201826,2995.48
50000002,201827,3090.75
50000002,201828,3610.49
50000002,201829,3568.89
50000002,201830,3253.5
50000002,201831,3340.6
50000002,201832,3070.94
50000002,201833,4049.38
50000002,201834,7042.98
50000002,201835,7730.32
50000002,201836,5368.4400000000005
50000002,201837,3070.27
50000002,201838,2883.0
50000002,201839,2837.0
50000002,201840,2883.0
50000002,201841,3352.0
50000002,201842,3372.0
50000002,201843,3982.0
50000002,201844,3864.0
50000002,201845,3737.0
50000002,201846,4378.0
50000002,201847,6042.0
50000002,201848,6325.0
50000002,201849,11783.0
50000002,201850,11353.0
50000002,201851,5714.0
50000002,201852,3119.0
50000002,201901,2723.0
50000002,201902,3108.24
50000002,201903,4189.0
50000002,201904,6811.37
50000002,201905,3435.0
50000002,201906,2738.56
50000002,201907,2508.38
50000002,201908,2343.8
50000002,201909,2286.2200000000003
50000002,201910,1521.3
50000002,201911,2166.17
50000002,201912,3657.2
50000002,201913,2768.31
50000002,201914,1522.0
50000002,201915,1107.58
50000002,201916,921.0
50000002,201917,968.0
50000002,201918,977.0
50000002,201919,1260.0
50000002,201920,4590.0
50000002,201921,4574.0
50000002,201922,3524.0
50000002,201923,3058.0
50000002,201924,3526.0
50000002,201925,4246.0
50000002,201926,1781.0
50000002,201927,1398.0
50000002,201928,1862.0
50000002,201929,1838.0
50000002,201930,1099.0
50000002,201931,0.0
50000002,201932,0.0
50000002,201933,0.0
50000002,201934,0.0
50000002,201935,0.0
50000002,201936,0.0
50000002,201937,0.0
50000002,201938,0.0
50000002,201939,0.0
50000002,201940,0.0
50000002,201941,0.0
50000002,201942,0.0
50000002,201943,0.0
50000002,201944,0.0
50000002,201945,0.0
50000002,201946,0.0
50000002,201947,0.0
50000002,201948,0.0
50000002,201949,0.0
50000002,201950,0.0
50000002,201951,0.0
50000002,201952,0.0
50000002,202001,0.0
50000002,202002,0.0
50000002,202003,0.0
50000002,202004,0.0
50000002,202005,0.0
50000002,202006,0.0
50000002,202007,0.0
50000002,202008,0.0
50000002,202009,0.0
50000002,202010,0.0
50000002,202011,0.0
50000002,202012,0.0
50000002,202013,0.0
50000002,202014,0.0
50000002,202015,0.0
50000002,202016,0.0
50000002,202017,0.0
50000002,202018,0.0
50000002,202019,0.0
50000002,202020,0.0
50000002,202021,0.0
50000002,202022,0.0
50000002,202023,0.0
50000002,202024,0.0
50000002,202025,0.0
50000002,202026,0.0
50000002,202027,0.0
50000002,202028,0.0
50000002,202029,0.0
50000002,202030,0.0
50000002,202031,0.0
50000002,202032,0.0
50000002,202033,0.0
50000002,202034,0.0
50000002,202035,0.0
50000002,202036,0.0
50000002,202037,0.0
50000002,202038,0.0
50000002,202039,0.0
50000002,202040,0.0
50000002,202041,0.0
50000002,202042,0.0
50000002,202043,0.0
50000002,202044,0.0
50000002,202045,0.0
50000002,202046,0.0
50000002,202047,0.0
50000002,202048,0.0
50000002,202049,0.0
50000002,202050,0.0
50000002,202051,0.0
50000002,202052,0.0
50000002,202101,0.0
50000002,202102,0.0
50000002,202103,0.0
50000002,202104,0.0
50000002,202105,0.0
50000002,202106,0.0
50000002,202107,0.0
50000002,202108,0.0
50000002,202109,0.0
50000002,202110,0.0
50000002,202111,0.0
50000002,202112,0.0
50000002,202113,0.0
50000002,202114,0.0
50000002,202115,0.0
50000002,202116,0.0
50000002,202117,0.0
50000002,202118,0.0
50000002,202119,0.0
50000002,202120,0.0
50000002,202121,0.0
50000002,202122,0.0
50000002,202123,0.0
50000002,202124,0.0
50000002,202125,0.0
50000002,202126,207.0
50000002,202127,483.0
50000002,202128,365.0
50000002,202129,230.0
50000002,202130,396.0
50000002,202131,278.0
50000002,202132,395.0
50000002,202133,539.0
50000002,202134,586.0
50000002,202135,673.0
50000002,202136,723.0
50000002,202137,480.0
50000002,202138,450.0
50000002,202139,446.0
50000002,202140,357.0
50000002,202141,365.0
50000002,202142,281.0
50000002,202143,521.0
50000002,202144,609.0
50000002,202145,690.0
50000002,202146,695.0
50000002,202147,884.0
50000002,202148,762.0
50000002,202149,900.0
50000002,202150,952.0
50000002,202151,1954.0
50000002,202152,2234.0
50000002,202201,2926.0
50000002,202202,3080.0
50000002,202203,1915.0
50000002,202204,861.0
50000002,202205,541.0
50000002,202206,281.0
50000002,202207,704.0
50000002,202208,381.0
50000002,202209,538.0
50000002,202210,27.0
50000002,202211,24.0
50000002,202212,225.0
50000002,202213,387.0
50000002,202214,387.0
50000002,202215,347.0
50000002,202216,362.0
50000002,202217,415.0
50000002,202218,845.0
50000002,202219,1332.0
50000002,202220,798.0
50000002,202221,1042.0
50000002,202222,760.0
50000002,202223,751.0
50000002,202224,683.0
50000002,202225,655.0
50000002,202226,1161.0
50000002,202227,358.0
50000002,202228,0.0
50000002,202229,0.0
50000002,202230,0.0
50000002,202231,0.0
50000002,202232,0.0
50000002,202233,9.0
50000002,202234,178.0
50000002,202235,106.0
50000002,202236,200.0
50000002,202237,205.0
50000002,202238,362.0
50000002,202239,398.0
50000002,202240,411.0
50000002,202241,471.0
50000002,202242,530.0
50000002,202243,425.0
50000002,202244,547.0
50000002,202245,1312.0
50000002,202246,977.0
50000002,202247,647.0
50000002,202248,1054.0
50000002,202249,1664.0
50000002,202250,1677.0
50000002,202251,1460.0
50000002,202252,2624.0
50000002,202301,2381.0
50000002,202302,2133.0
50000002,202303,1007.0
50000002,202304,1121.0
50000002,202305,987.0
50000002,202306,1133.0
50000002,202307,1183.0
50000002,202308,1057.0
50000002,202309,1695.0
50000002,202310,1069.0
50000002,202311,938.0
50000002,202312,766.0
50000002,202313,1080.0
50000002,202314,795.0
50000002,202315,771.0
50000002,202316,591.0
50000002,202317,875.0
50000002,202318,877.0
50000002,202319,1467.0
50000002,202320,1754.0
50000002,202321,1374.0
50000002,202322,1013.0
50000002,202323,779.0
50000002,202324,640.0
50000002,202325,638.0
50000002,202326,1307.0
50000002,202327,754.0
50000002,202328,649.0
50000002,202329,654.0
50000002,202330,739.0
50000002,202331,656.0
50000002,202332,474.0
50000002,202333,676.0
50000002,202334,624.0
50000002,202335,718.0
50000002,202336,807.0
50000002,202337,88.0
50000002,202338,43.0
50000002,202339,50.0
50000002,202340,191.0
50000002,202341,0.0
50000002,202342,0.0
50000002,202343,90.0
50000002,202344,311.0
50000002,202345,69.0
50000002,202346,70.0
50000002,202347,52.0
50000002,202348,239.0
50000002,202349,65.0
50000002,202350,77.0
50000002,202351,94.0
50000002,202352,220.0
50000002,202353,130.0
50000002,202401,106.0
50000002,202402,1633.0
50000002,202403,2653.0
50000002,202404,931.0
50000002,202405,403.0
50000002,202406,893.0
50000002,202407,536.0
50000002,202408,1054.0
50000002,202409,677.0
50000004,201749,10885.979999999992
50000004,201750,9136.929999999997
50000004,201751,7792.979999999992
50000004,201752,8103.979999999989
50000004,201753,8531.979999999996
50000004,201801,13561.680000000058
50000004,201802,12263.360000000022
50000004,201803,10100.980000000021
50000004,201804,9887.04
50000004,201805,8833.610000000004
50000004,201806,8835.300000000007
50000004,201807,9463.830000000018
50000004,201808,10469.34000000002
50000004,201809,10826.320000000027
50000004,201810,10450.570000000049
50000004,201811,10757.030000000037
50000004,201812,12184.770000000059
50000004,201813,12530.780000000035
50000004,201814,12057.54000000003
50000004,201815,11629.210000000036
50000004,201816,11077.700000000024
50000004,201817,11044.160000000018
50000004,201818,11121.600000000006
50000004,201819,10992.720000000014
50000004,201820,12008.620000000003
50000004,201821,12770.820000000016
50000004,201822,12964.060000000027
50000004,201823,16134.350000000039
50000004,201824,14236.130000000012
50000004,201825,13179.230000000063
50000004,201826,12223.820000000047
50000004,201827,10460.640000000016
50000004,201828,9664.770000000013
50000004,201829,9738.78
50000004,201830,11875.300000000016
50000004,201831,12511.680000000031
50000004,201832,9314.24000000004
50000004,201833,9903.800000000008
50000004,201834,10373.860000000011
50000004,201835,10184.49000000002
50000004,201836,14692.570000000003
50000004,201837,14886.290000000005
50000004,201838,16131.4
50000004,201839,11240.09000000001
50000004,201840,10986.89000000001
50000004,201841,11121.460000000003
50000004,201842,10942.370000000008
50000004,201843,10541.680000000006
50000004,201844,10782.62000000001
50000004,201845,10587.970000000005
50000004,201846,11009.920000000002
50000004,201847,10365.060000000005
50000004,201848,10388.390000000005
50000004,201849,11282.869999999988
50000004,201850,9062.760000000091
50000004,201851,8989.24000000012
50000004,201852,7537.55000000024
50000004,201901,7625.540000000142
50000004,201902,8204.370000000126
50000004,201903,7615.349999999994
50000004,201904,6460.310000000054
50000004,201905,4992.579999999955
50000004,201906,5375.569999999937
50000004,201907,5294.429999999929
50000004,201908,5696.869999999897
50000004,201909,6631.48999999992
50000004,201910,9224.210000000134
50000004,201911,10213.920000000067
50000004,201912,10599.170000000111
50000004,201913,10908.770000000119
50000004,201914,9076.480000000076
50000004,201915,7404.050000000054
50000004,201916,7446.660000000054
50000004,201917,8496.090000000024
50000004,201918,8777.999999999889
50000004,201919,8794.999999999887
50000004,201920,9926.999999999894
50000004,201921,11051.999999999935
50000004,201922,12103.999999999916
50000004,201923,13482.100000000057
50000004,201924,13174.10000000006
50000004,201925,13939.100000000035
50000004,201926,14568.10000000006
50000004,201927,13899.650000000029
50000004,201928,16138.450000000024
50000004,201929,15155.510000000024
50000004,201930,14418.640000000078
50000004,201931,12417.03000000045
50000004,201932,11223.57999999995
50000004,201933,10222.590000000566
50000004,201934,9286.789999999932
50000004,201935,9718.649999999921
50000004,201936,11966.050000000061
50000004,201937,12734.160000000073
50000004,201938,12819.430000000073
50000004,201939,11916.610000000068
50000004,201940,11088.300000000158
50000004,201941,11111.240000000158
50000004,201942,10211.150000000154
50000004,201943,10643.990000000194
50000004,201944,10288.119999999873
50000004,201945,11053.599999999795
50000004,201946,12168.419999999704
50000004,201947,12559.789999999804
50000004,201948,11724.959999999648
50000004,201949,10790.410000000136
50000004,201950,9335.700000000143
50000004,201951,9082.470000000108
50000004,201952,8942.520000000133
50000004,202001,7801.130000000224
50000004,202002,9132.560000000209
50000004,202003,10034.630000000223
50000004,202004,9982.79000000007
50000004,202005,8818.439999999977
50000004,202006,8038.799999999979
50000004,202007,5988.159999999999
50000004,202008,5499.899999999998
50000004,202009,4339.169999999999
50000004,202010,163.76000000000002
50000004,202011,142.64
50000004,202012,167.64
50000004,202013,128.64
50000004,202014,84.85000000000002
50000004,202015,84.85000000000002
50000004,202016,84.85000000000002
50000004,202017,84.85000000000002
50000004,202018,232.33000000000033
50000004,202019,292.71999999999963
50000004,202020,292.71999999999997
50000004,202021,292.7199999999995
50000004,202022,292.71999999999946
50000004,202023,2877.790000000003
50000004,202024,2657.790000000002
50000004,202025,3834.790000000002
50000004,202026,5427.790000000001
50000004,202027,5047.390000000004
50000004,202028,4865.390000000001
50000004,202029,4615.390000000003
50000004,202030,4730.390000000001
50000004,202031,3451.2400000000202
50000004,202032,2552.2400000000184
50000004,202033,2721.2400000000152
50000004,202034,2485.240000000027
50000004,202035,2582.239999999967
50000004,202036,3115.66
50000004,202037,2265.2600000000066
50000004,202038,2265.26
50000004,202039,2265.260000000005
50000004,202040,1238.6
50000004,202041,1354.1999999999998
50000004,202042,1065.1999999999998
50000004,202043,1065.1999999999998
50000004,202044,523.400000000006
50000004,202045,523.4000000000086
50000004,202046,818.0000000000088
50000004,202047,523.4000000000043
50000004,202048,523.4000000000083
50000004,202049,744.4499999999978
50000004,202050,651.0499999999977
50000004,202051,651.0499999999971
50000004,202052,596.2500000000002
50000004,202101,340.9099999999998
50000004,202102,457.00999999999976
50000004,202103,455.00999999999976
50000004,202104,501.00999999999976
50000004,202105,216.00000000000117
50000004,202106,711.999999999997
50000004,202107,837.0000000000005
50000004,202108,837.9999999999993
50000004,202109,886.9999999999959
50000004,202110,1177.3700000000038
50000004,202111,1229.37
50000004,202112,1441.3700000000001
50000004,202113,1798.3699999999978
50000004,202114,1264.4200000000194
50000004,202115,1342.4200000000012
50000004,202116,1647.4200000000071
50000004,202117,1608.4199999999892
50000004,202118,2015.6000000000035
50000004,202119,2014.6000000000083
50000004,202120,2378.600000000007
50000004,202121,3120.600000000007
50000004,202122,2812.6000000000063
50000004,202123,3935.5899999999992
50000004,202124,4164.590000000002
50000004,202125,3941.590000000002
50000004,202126,3903.590000000002
50000004,202127,2857.019999999996
50000004,202128,3272.0200000000004
50000004,202129,4044.020000000005
50000004,202130,4911.020000000024
50000004,202131,3654.1999999999994
50000004,202132,3365.2000000000007
50000004,202133,3240.2000000000003
50000004,202134,3622.2
50000004,202135,3442.200000000011
50000004,202136,4884.180000000012
50000004,202137,5091.580000000015
50000004,202138,5990.579999999989
50000004,202139,5824.780000000018
50000004,202140,3274.579999999997
50000004,202141,2985.579999999998
50000004,202142,2879.5799999999986
50000004,202143,2619.579999999998
50000004,202144,2368.9999999999995
50000004,202145,2125.999999999999
50000004,202146,1989.0000000000007
50000004,202147,2259.999999999998
50000004,202148,1749.999999999999
50000004,202149,1709.7899999999963
50000004,202150,1124.7900000000004
50000004,202151,1048.7900000000004
50000004,202152,885.7899999999996
50000004,202201,1698.0199999999973
50000004,202202,1859.0200000000004
50000004,202203,2130.02
50000004,202204,2131.019999999998
50000004,202205,2630.330000000003
50000004,202206,8637.51999999999
50000004,202207,2983.329999999997
50000004,202208,3412.3299999999967
50000004,202209,3670.3299999999977
50000004,202210,4096.660000000002
50000004,202211,4795.659999999998
50000004,202212,5796.659999999998
50000004,202213,5314.659999999998
50000004,202214,4766.359999999997
50000004,202215,4418.359999999997
50000004,202216,4077.359999999997
50000004,202217,5734.359999999999
50000004,202218,5862.009999999985
50000004,202219,5391.009999999974
50000004,202220,4853.009999999996
50000004,202221,4303.009999999982
50000004,202222,5775.009999999995
50000004,202223,11058.0
50000004,202224,11563.0
50000004,202225,12587.1
50000004,202226,12691.0
50000004,202227,10788.01
50000004,202228,10021.01
50000004,202229,10452.01
50000004,202230,10751.01
50000004,202231,8996.640000000007
50000004,202232,8031.639999999902
50000004,202233,6830.640000000003
50000004,202234,6201.63999999996
50000004,202235,6045.639999999979
50000004,202236,5213.75
50000004,202237,4272.75
50000004,202238,3372.75
50000004,202239,3698.75
50000004,202240,2907.0
50000004,202241,1661.0
50000004,202242,2218.0
50000004,202243,1828.0
50000004,202244,1724.0
50000004,202245,1628.0
50000004,202246,1263.0
50000004,202247,1263.0
50000004,202248,1263.0
50000004,202249,835.0
50000004,202250,835.0
50000004,202251,835.0
50000004,202252,835.0
50000004,202301,623.0
50000004,202302,623.0
50000004,202303,623.0
50000004,202304,0.0
50000004,202305,449.0
50000004,202306,204.0
50000004,202307,204.0
50000004,202308,204.0
50000004,202309,204.0
50000004,202310,350.0
50000004,202311,2.0
50000004,202312,2.0
50000004,202313,2.0
50000004,202314,2.0
50000004,202315,2.0
50000004,202316,2.0
50000004,202317,2.0
50000004,202318,1.0
50000004,202319,1.0
50000004,202320,1.0
50000004,202321,0.0
50000004,202322,0.0
