"COUNTRY_CD","YEARWEEK","UNITS"
AE,202402,24014.0
AE,202403,23215.0
AE,202404,24987.0
AE,202405,24257.0
AE,202406,17546.0
AE,202407,20175.0
AE,202408,30405.0
AE,202409,30256.0
AE,202410,26171.0
AE,202411,3177.0
AM,201801,43.84
AM,201802,43.84
AM,201803,43.84
AM,201804,43.84
AM,201805,43.31
AM,201806,43.31
AM,201807,43.31
AM,201808,43.31
AM,201809,43.31
AM,201810,60.7
AM,201811,60.7
AM,201812,60.7
AM,201813,60.7
AM,201814,51.66
AM,201815,51.66
AM,201816,51.66
AM,201817,51.66
AM,201818,40.61
AM,201819,40.61
AM,201820,40.61
AM,201821,40.61
AM,201822,40.61
AM,201823,86.36
AM,201824,86.36
AM,201825,86.36
AM,201826,86.36
AM,201827,76.86
AM,201828,76.86
AM,201829,76.86
AM,201830,76.86
AM,201831,24.94
AM,201832,24.94
AM,201833,24.94
AM,201834,24.94
AM,201835,24.94
AM,201836,32.66
AM,201837,32.66
AM,201838,32.66
AM,201839,32.66
AM,201840,39.4
AM,201841,39.4
AM,201842,39.4
AM,201843,39.4
AM,201844,20.38
AM,201845,20.38
AM,201846,20.38
AM,201847,20.38
AM,201848,20.38
AM,201849,42.44
AM,201850,42.44
AM,201851,42.44
AM,201852,42.44
AM,201901,22.0
AM,201902,22.0
AM,201903,22.0
AM,201904,22.0
AM,201905,15.0
AM,201906,15.0
AM,201907,15.0
AM,201908,15.0
AM,201909,15.0
AM,201910,17.0
AM,201911,17.0
AM,201912,17.0
AM,201913,17.0
AM,201914,28.0
AM,201915,28.0
AM,201916,28.0
AM,201917,28.0
AM,201918,23.0
AM,201919,23.0
AM,201920,23.0
AM,201921,23.0
AM,201922,23.0
AM,201923,50.0
AM,201924,50.0
AM,201925,50.0
AM,201926,50.0
AM,201927,28.0
AM,201928,28.0
AM,201929,28.0
AM,201930,28.0
AM,201931,10.0
AM,201932,10.0
AM,201933,10.0
AM,201934,10.0
AM,201935,10.0
AM,201936,22.0
AM,201937,22.0
AM,201938,22.0
AM,201939,22.0
AM,201940,11.0
AM,201941,11.0
AM,201942,11.0
AM,201943,11.0
AM,201944,2.0
AM,201945,2.0
AM,201946,2.0
AM,201947,2.0
AM,201948,2.0
AM,202018,0.4
AM,202019,0.4
AM,202020,0.4
AM,202021,0.4
AM,202022,0.4
AM,202023,0.75
AM,202024,0.75
AM,202025,0.75
AM,202026,0.75
AM,202027,0.75
AM,202028,0.75
AM,202029,0.75
AM,202030,0.75
AM,202031,1.0
AM,202032,1.0
AM,202033,1.0
AM,202034,1.0
AM,202035,1.0
AM,202036,1.75
AM,202037,1.75
AM,202038,1.75
AM,202039,1.75
AM,202040,1.0
AM,202041,1.0
AM,202042,1.0
AM,202043,1.0
AM,202044,2.0
AM,202045,2.0
AM,202046,2.0
AM,202047,2.0
AM,202048,2.0
AM,202049,3.5
AM,202050,3.5
AM,202051,3.5
AM,202052,3.5
AM,202101,3.0
AM,202102,3.0
AM,202103,3.0
AM,202104,3.0
AM,202105,1.0
AM,202106,1.0
AM,202107,1.0
AM,202108,1.0
AM,202109,1.0
AM,202110,4.0
AM,202111,4.0
AM,202112,4.0
AM,202113,4.0
AM,202114,11.0
AM,202115,11.0
AM,202116,11.0
AM,202117,11.0
AM,202118,15.0
AM,202119,4.0
AM,202120,7.0
AM,202121,19.0
AM,202122,16.0
AM,202123,16.75
AM,202124,16.75
AM,202125,16.75
AM,202126,16.75
AM,202127,9.25
AM,202128,9.25
AM,202129,9.25
AM,202130,9.25
AM,202131,17.200000000000003
AM,202132,17.200000000000003
AM,202133,17.200000000000003
AM,202134,17.200000000000003
AM,202135,17.200000000000003
AM,202136,13.0
AM,202137,13.0
AM,202138,13.0
AM,202139,13.0
AM,202140,1.0
AM,202141,11.0
AM,202142,11.0
AM,202143,5.0
AM,202144,11.0
AM,202145,11.0
AM,202146,29.0
AM,202147,10.0
AM,202148,5.0
AM,202149,12.0
AM,202150,2.0
AM,202151,3.0
AM,202152,2.0
AM,202202,5.0
AM,202203,6.0
AM,202204,6.0
AM,202205,1.0
AM,202206,1.0
AM,202207,10.0
AM,202212,3.0
AM,202213,2.0
AM,202214,4.0
AM,202215,6.0
AM,202216,2.0
AM,202217,3.0
AM,202218,1.0
AM,202219,3.0
AM,202221,2.0
AM,202222,1.0
AM,202224,28.0
AM,202225,6.0
AM,202226,5.0
AM,202227,2.0
AM,202230,66.0
AM,202231,8.0
AM,202232,4.0
AM,202233,5.0
AM,202234,43.0
AM,202235,43.0
AM,202236,6.0
AM,202237,5.0
AM,202238,79.0
AM,202239,8.0
AM,202240,121.0
AM,202241,57.0
AM,202242,38.0
AM,202243,35.0
AM,202244,21.0
AM,202245,122.0
AM,202246,150.0
AM,202247,86.0
AM,202248,105.0
AM,202249,155.0
AM,202250,44.0
AM,202251,23.0
AM,202252,16.0
AM,202301,18.0
AM,202302,10.0
AM,202303,9.0
AM,202304,5.0
AM,202305,5.0
AM,202306,226.0
AM,202307,186.0
AM,202308,198.0
AM,202309,127.0
AM,202310,133.0
AM,202311,228.0
AM,202312,243.0
AM,202313,123.0
AM,202314,104.0
AM,202315,82.0
AM,202316,31.0
AM,202317,30.0
AM,202318,19.0
AM,202319,17.0
AM,202320,19.0
AM,202321,123.0
AM,202322,230.0
AM,202323,142.0
AM,202324,142.0
AM,202325,306.0
AM,202326,234.0
AM,202327,284.0
AM,202328,239.0
AM,202329,153.0
AM,202330,132.0
AM,202331,111.0
AM,202332,147.0
AM,202333,210.0
AM,202334,166.0
AM,202335,128.0
AM,202336,109.0
AM,202337,138.0
AM,202338,142.0
AM,202339,81.0
AM,202340,145.0
AM,202341,124.0
AM,202342,84.0
AM,202343,181.0
AM,202344,183.0
AM,202345,152.0
AM,202346,131.0
AM,202347,216.0
AM,202348,185.0
AM,202349,278.0
AM,202350,211.0
AM,202351,153.0
AM,202352,128.0
AM,202353,139.0
AM,202401,129.0
AM,202402,139.0
AM,202403,181.0
AM,202404,114.0
AM,202405,187.0
AM,202406,137.0
AM,202407,159.0
AM,202408,139.0
AM,202409,83.0
AN,201749,8288.2
AN,201750,8822.2
AN,201751,8190.2
AN,201752,8089.2
AN,201753,7647.2
AN,201801,6613.26
AN,201802,5941.26
AN,201803,6011.26
AN,201804,6465.26
AN,201805,8277.0
AN,201806,7117.0
AN,201807,8972.0
AN,201808,8566.0
AN,201809,8361.0
AN,201810,6747.76
AN,201811,7590.76
AN,201812,11479.76
AN,201813,7263.76
AN,201814,6878.92
AN,201815,6027.92
AN,201816,5437.92
AN,201817,5740.92
AN,201818,4999.8
AN,201819,4940.8
AN,201820,6221.8
AN,201821,6308.8
AN,201822,9404.8
AN,201823,4744.3
AN,201824,3616.3
AN,201825,3475.3
AN,201826,3387.3
AN,201827,3311.18
AN,201828,2916.18
AN,201829,2974.16
AN,201830,3208.18
AN,201831,4490.54
AN,201832,4255.54
AN,201833,4501.54
AN,201834,4387.54
AN,201835,5765.54
AN,201836,6415.42
AN,201837,6309.42
AN,201838,6164.42
AN,201839,5671.42
AN,201840,8346.74
AN,201841,9341.74
AN,201842,15032.74
AN,201843,7740.74
AN,201844,8594.619999999999
AN,201845,9466.619999999999
AN,201846,11142.619999999999
AN,201847,12010.619999999999
AN,201848,9610.619999999999
AN,201849,5526.859999999999
AN,201850,8312.859999999999
AN,201851,8076.86
AN,201852,4179.859999999998
AN,201901,4186.71
AN,201902,4525.710000000001
AN,201903,3589.71
AN,201904,3647.7099999999996
AN,201905,2917.43
AN,201906,2792.4299999999994
AN,201907,3076.4300000000003
AN,201908,2866.43
AN,201909,2288.43
AN,201910,3211.25
AN,201911,2544.25
AN,201912,5607.25
AN,201913,2610.25
AN,201914,3579.76
AN,201915,2717.76
AN,201916,2402.76
AN,201917,2192.7599999999998
AN,201918,2014.8000000000002
AN,201919,1990.8000000000002
AN,201920,2594.8
AN,201921,3414.8
AN,201922,6949.8
AN,201923,4324.82
AN,201924,3297.8200000000006
AN,201925,4200.82
AN,201926,5025.82
AN,201927,4406.810000000001
AN,201928,4487.810000000001
AN,201929,3842.8100000000004
AN,201930,5109.810000000001
AN,201931,3853.7899999999995
AN,201932,3397.79
AN,201933,3441.79
AN,201934,3725.7899999999995
AN,201935,3773.79
AN,201936,6143.969999999999
AN,201937,4704.97
AN,201938,4346.97
AN,201939,4690.969999999999
AN,201940,4529.970000000002
AN,201941,4843.970000000003
AN,201942,5139.970000000003
AN,201943,8988.970000000003
AN,201944,5747.5
AN,201945,5730.5
AN,201946,7674.499999999999
AN,201947,8691.499999999998
AN,201948,6182.5
AN,201949,4654.880000000001
AN,201950,5853.880000000001
AN,201951,5061.880000000001
AN,201952,4794.880000000001
AN,202001,3174.3999999999996
AN,202002,3939.3999999999996
AN,202003,2887.3999999999996
AN,202004,4435.4
AN,202005,2690.48
AN,202006,2248.48
AN,202007,615.4799999999999
AN,202008,342.47999999999985
AN,202009,342.47999999999985
AN,202010,1.0
AN,202011,1.0
AN,202012,1.0
AN,202013,1.0
AN,202014,707.0
AN,202015,2098.0
AN,202016,1052.0
AN,202017,3201.0
AN,202018,1287.0
AN,202019,764.0
AN,202020,943.0
AN,202021,926.0
AN,202022,3157.0
AN,202023,1592.0
AN,202024,1309.0
AN,202025,1505.0
AN,202026,1624.0
AN,202027,1510.0
AN,202028,1297.0
AN,202029,961.0
AN,202030,2075.0
AN,202031,1731.0
AN,202032,645.0
AN,202033,615.0
AN,202034,852.0
AN,202035,998.0
AN,202036,3098.3999999999987
AN,202037,2680.3999999999983
AN,202038,2718.3999999999987
AN,202039,4924.4
AN,202040,1523.0
AN,202041,1008.0
AN,202042,1228.0
AN,202043,4693.0
AN,202044,1962.0
AN,202045,1529.0
AN,202046,2003.0
AN,202047,3977.0
AN,202048,2180.0
AN,202049,1212.0
AN,202050,1116.0
AN,202051,978.0
AN,202052,1005.0
AN,202101,1045.0
AN,202102,2170.0
AN,202103,1314.0
AN,202104,971.0
AN,202105,1309.0
AN,202106,1011.0
AN,202107,926.0
AN,202108,294.0
AN,202109,1.0
AN,202110,1.0
AN,202111,77.0
AN,202112,284.0
AN,202113,277.0
AN,202114,3917.0
AN,202115,1406.0
AN,202116,937.0
AN,202117,4181.0
AN,202118,2625.0
AN,202119,1091.0
AN,202120,1577.0
AN,202121,1484.0
AN,202122,3110.0
AN,202123,3096.0
AN,202124,1341.0
AN,202125,1669.0
AN,202126,1939.0
AN,202127,1801.0
AN,202128,2071.0
AN,202129,2014.0
AN,202130,3002.0
AN,202131,2648.0
AN,202132,1359.0
AN,202133,1401.0
AN,202134,1435.0
AN,202135,1474.0
AN,202136,1299.0
AN,202137,1407.0
AN,202138,1254.0
AN,202139,4723.0
AN,202140,3050.0
AN,202141,2320.0
AN,202142,1926.0
AN,202143,6014.0
AN,202144,3495.6
AN,202145,2749.0
AN,202146,3093.0
AN,202147,4439.0
AN,202148,3182.0
AN,202149,2185.0
AN,202150,1401.0
AN,202151,1678.0
AN,202152,1420.0
AN,202201,2149.0
AN,202202,1648.0
AN,202203,3140.0
AN,202204,2092.0
AN,202205,3255.0
AN,202206,1427.0
AN,202207,2421.0
AN,202208,1134.0
AN,202209,3289.0
AN,202210,2536.0
AN,202211,1019.0
AN,202212,1073.0
AN,202213,6040.0
AN,202214,3295.0
AN,202215,1624.0
AN,202216,794.0
AN,202217,1348.0
AN,202218,1506.0
AN,202219,1075.0
AN,202220,1382.0
AN,202221,1282.0
AN,202222,1579.0
AN,202223,1576.0
AN,202224,1637.0
AN,202225,2162.0
AN,202226,2108.0
AN,202227,1724.0
AN,202228,1991.0
AN,202229,1558.0
AN,202230,1400.0
AN,202231,1864.0
AN,202232,1506.0
AN,202233,1189.0
AN,202234,1215.0
AN,202235,1279.0
AN,202236,1712.0
AN,202237,10380.5
AN,202238,1246.0
AN,202239,4354.0
AN,202240,3689.0
AN,202241,2102.0
AN,202242,2266.0
AN,202243,4943.0
AN,202244,2444.0
AN,202245,1980.0
AN,202246,3498.0
AN,202247,5449.0
AN,202248,4142.0
AN,202249,2615.0
AN,202250,1836.0
AN,202251,2252.0
AN,202252,2696.0
AN,202301,3233.0
AN,202302,2132.0
AN,202303,3303.0
AN,202304,1889.0
AN,202305,2098.0
AN,202306,2272.0
AN,202307,2019.0
AN,202308,1456.0
AN,202309,1933.0
AN,202310,1776.0
AN,202311,2970.0
AN,202312,2176.0
AN,202313,6896.0
AN,202314,2047.0
AN,202315,2258.0
AN,202316,1631.0
AN,202317,1234.0
AN,202318,1385.0
AN,202319,1189.0
AN,202320,1195.0
AN,202321,2036.0
AN,202322,2268.0
AN,202323,2047.0
AN,202324,2512.0
AN,202325,2396.0
AN,202326,2164.0
AN,202327,2574.0
AN,202328,1358.0
AN,202329,1509.0
AN,202330,1793.0
AN,202331,2072.0
AN,202332,1999.0
AN,202333,1317.0
AN,202334,1324.0
AN,202335,1669.0
AN,202336,1522.0
AN,202337,1671.0
AN,202338,1270.0
AN,202339,6047.0
AN,202340,4272.0
AN,202341,2688.0
AN,202342,1846.0
AN,202343,5403.0
AN,202344,3253.0
AN,202345,2793.0
AN,202346,2259.0
AN,202347,6680.0
AN,202348,4328.0
AN,202349,2948.0
AN,202350,2293.0
AN,202351,3749.0
AN,202352,2378.0
AN,202353,2037.0
AN,202401,2142.0
AN,202402,2290.0
AN,202403,1511.0
AN,202404,2646.0
AN,202405,1794.0
AN,202406,2414.0
AN,202407,2128.0
AN,202408,2198.0
AN,202409,1800.0
AN,202410,503.0
AN,202411,106.0
AR,201749,19926.400000000005
AR,201750,20871.40000000002
AR,201751,21506.40000000001
AR,201752,18442.40000000002
AR,201753,17740.40000000001
AR,201801,20438.769999999982
AR,201802,19891.24999999998
AR,201803,18050.769999999982
AR,201804,17386.769999999993
AR,201805,16068.200000000006
AR,201806,16890.0
AR,201807,17365.800000000003
AR,201808,19761.600000000006
AR,201809,17758.40000000001
AR,201810,16867.310000000005
AR,201811,17038.309999999976
AR,201812,17445.30999999999
AR,201813,16853.30999999999
AR,201814,14696.679999999988
AR,201815,14608.67999999999
AR,201816,14710.68000000001
AR,201817,13563.679999999998
AR,201818,12648.4
AR,201819,12598.39999999999
AR,201820,12356.399999999994
AR,201821,11781.399999999994
AR,201822,15294.399999999981
AR,201823,18515.85000000001
AR,201824,30395.850000000028
AR,201825,19936.85000000008
AR,201826,12876.849999999986
AR,201827,12475.580000000004
AR,201828,13023.470000000007
AR,201829,13543.220000000008
AR,201830,14455.38
AR,201831,14880.779999999999
AR,201832,10406.420000000002
AR,201833,12485.990000000016
AR,201834,12032.050000000023
AR,201835,10165.130000000016
AR,201836,16493.209999999955
AR,201837,16862.870000000003
AR,201838,18711.92999999995
AR,201839,15959.5
AR,201840,16152.58000000001
AR,201841,18406.17000000002
AR,201842,19241.670000000016
AR,201843,14656.410000000002
AR,201844,19835.939999999915
AR,201845,13141.36999999991
AR,201846,14340.290000000008
AR,201847,13064.859999999982
AR,201848,22807.419999999984
AR,201849,21911.579999999965
AR,201850,27546.339999999967
AR,201851,23300.34
AR,201852,12940.339999999991
AR,201901,11494.78
AR,201902,11392.779999999999
AR,201903,9503.78
AR,201904,10817.779999999997
AR,201905,14715.200000000003
AR,201906,10082.200000000003
AR,201907,10973.200000000003
AR,201908,10837.200000000004
AR,201909,10451.2
AR,201910,10124.25
AR,201911,12175.250000000002
AR,201912,10935.250000000004
AR,201913,12894.25
AR,201914,12445.0
AR,201915,9919.0
AR,201916,9826.999999999998
AR,201917,9772.0
AR,201918,10651.399999999998
AR,201919,11371.4
AR,201920,13570.399999999996
AR,201921,12026.400000000003
AR,201922,10730.400000000001
AR,201923,16881.25
AR,201924,12059.25
AR,201925,15648.250000000002
AR,201926,14528.250000000002
AR,201927,10756.28
AR,201928,8995.28
AR,201929,9620.279999999999
AR,201930,8702.279999999999
AR,201931,8531.599999999999
AR,201932,10273.6
AR,201933,12076.600000000002
AR,201934,12488.6
AR,201935,11631.6
AR,201936,13254.750000000002
AR,201937,14591.749999999998
AR,201938,12816.750000000002
AR,201939,11578.75
AR,201940,11797.5
AR,201941,13311.5
AR,201942,14500.5
AR,201943,12892.5
AR,201944,12581.599999999999
AR,201945,12665.599999999999
AR,201946,14378.599999999999
AR,201947,13738.600000000002
AR,201948,17298.600000000002
AR,201949,15274.250000000005
AR,201950,19683.25
AR,201951,14973.249999999998
AR,201952,13114.25
AR,202001,11392.84
AR,202002,11964.839999999998
AR,202003,10741.82
AR,202004,11661.82
AR,202005,7366.579999999962
AR,202006,6876.579999999929
AR,202007,4040.5800000000168
AR,202008,2905.57999999999
AR,202009,1073.5999999999985
AR,202010,4.0
AR,202011,4.0
AR,202012,4.0
AR,202013,9.0
AR,202014,49.25
AR,202015,49.25
AR,202016,49.25
AR,202017,49.25
AR,202018,81.2
AR,202019,81.2
AR,202020,81.2
AR,202021,81.2
AR,202022,81.2
AR,202023,4.0
AR,202024,4.0
AR,202025,4.0
AR,202026,4.0
AR,202027,4.0
AR,202028,4.0
AR,202029,4.0
AR,202030,44.599999999999994
AR,202031,383.19999999999885
AR,202032,383.199999999999
AR,202033,383.1999999999993
AR,202034,383.19999999999936
AR,202035,383.19999999999936
AR,202036,661.75
AR,202037,661.75
AR,202038,661.75
AR,202039,661.75
AR,202040,2034.75
AR,202041,1761.75
AR,202042,1608.75
AR,202043,1701.75
AR,202044,3335.5999999999954
AR,202045,3270.599999999988
AR,202046,3412.5999999999995
AR,202047,3365.5999999999867
AR,202048,3239.5999999999854
AR,202049,4022.25
AR,202050,3930.25
AR,202051,3940.25
AR,202052,3964.25
AR,202101,3025.0
AR,202102,2976.0
AR,202103,2943.0
AR,202104,2967.0
AR,202105,4006.9999999999823
AR,202106,2306.9999999999973
AR,202107,2580.9999999999977
AR,202108,3433.9999999999977
AR,202109,3937.999999999994
AR,202110,3760.75
AR,202111,3115.75
AR,202112,4109.75
AR,202113,2654.75
AR,202114,2292.25
AR,202115,3088.25
AR,202116,2939.25
AR,202117,2593.25
AR,202118,2397.4000000000005
AR,202119,2422.4000000000005
AR,202120,2238.4
AR,202121,2456.4
AR,202122,1676.3999999999999
AR,202123,3084.0
AR,202124,3028.0
AR,202125,3075.0
AR,202126,2912.0
AR,202127,3126.5
AR,202128,3093.5
AR,202129,3118.5
AR,202130,3058.5
AR,202131,3113.7999999999874
AR,202132,3148.7999999999993
AR,202133,3105.7999999999706
AR,202134,3103.7999999999925
AR,202135,3044.7999999999965
AR,202136,5782.0
AR,202137,5761.0
AR,202138,6375.0
AR,202139,6510.0
AR,202140,3891.75
AR,202141,5258.75
AR,202142,5624.75
AR,202143,5853.75
AR,202144,9266.2
AR,202145,12334.199999999997
AR,202146,11840.199999999999
AR,202147,10749.2
AR,202148,10261.199999999997
AR,202149,12125.25
AR,202150,13606.25
AR,202151,13386.25
AR,202152,16272.25
AR,202201,17730.75
AR,202202,17387.75
AR,202203,14785.75
AR,202204,14500.75
AR,202205,9697.599999999999
AR,202206,8041.6
AR,202207,9032.599999999999
AR,202208,9859.599999999999
AR,202209,9916.600000000002
AR,202210,9870.75
AR,202211,12457.75
AR,202212,10506.75
AR,202213,7561.75
AR,202214,11881.0
AR,202215,13332.0
AR,202216,11193.0
AR,202217,20153.0
AR,202218,22167.4
AR,202219,20700.4
AR,202220,22111.4
AR,202221,21445.4
AR,202222,19389.4
AR,202223,15370.75
AR,202224,14160.75
AR,202225,15158.75
AR,202226,15220.75
AR,202227,11139.75
AR,202228,14321.75
AR,202229,19281.75
AR,202230,20027.75
AR,202231,23175.0
AR,202232,23787.000000000004
AR,202233,22365.000000000004
AR,202234,23769.000000000004
AR,202235,24367.0
AR,202236,24730.25
AR,202237,26252.25
AR,202238,19661.25
AR,202239,16342.25
AR,202240,9142.0
AR,202241,7422.0
AR,202242,8187.0
AR,202243,17059.0
AR,202244,18247.0
AR,202245,10743.0
AR,202246,19148.0
AR,202247,19131.0
AR,202248,14947.0
AR,202249,17030.0
AR,202250,19514.0
AR,202251,22224.0
AR,202252,30573.0
AR,202301,31720.0
AR,202302,30240.0
AR,202303,34336.0
AR,202304,33617.0
AR,202305,26001.0
AR,202306,25129.0
AR,202307,26060.0
AR,202308,26365.0
AR,202309,28559.0
AR,202310,30206.0
AR,202311,27651.0
AR,202312,22106.0
AR,202313,23611.0
AR,202314,20557.0
AR,202315,19925.0
AR,202316,19631.0
AR,202317,23578.0
AR,202318,19216.0
AR,202319,18393.0
AR,202320,20600.0
AR,202321,21619.0
AR,202322,18400.0
AR,202323,23157.0
AR,202324,24684.0
AR,202325,25872.0
AR,202326,24957.0
AR,202327,21117.0
AR,202328,22512.0
AR,202329,20416.0
AR,202330,20519.0
AR,202331,23044.0
AR,202332,30643.0
AR,202333,29634.0
